regime,method,noise,h_profile,mean_absolute_error,max_absolute_error,count
var,Matern GP,N1,Hprbs,0.002922741421855288,0.023381964572374736,144
var,Matern GP,N1,Hsin,0.002697932445266616,0.019100431255842355,144
var,Matern GP,N1,Hstep,0.006950385449195702,0.34343284657386813,144
var,Matern GP,N2,Hbrn,0.0027821637487075047,0.02095384062556572,144
var,Matern GP,N2,Hdec,0.006708183495546461,0.3857626844184875,144
var,Matern GP,N2,Hprbs,0.0029609030456974167,0.025009913095969782,144
var,Matern GP,N2,Hsin,0.0033003338966618584,0.043092781936062974,144
var,Matern GP,N2,Hstep,0.0057534465863446115,0.34897244959005513,144
var,Matern GP,N3,Hbrn,0.016555926288276956,1.5836380062833133,144
var,Matern GP,N3,Hdec,0.007368903427695857,0.35604459136589584,144
var,Matern GP,N3,Hprbs,0.012891793338825643,0.3873763561037315,144
var,Matern GP,N3,Hsin,0.011416317007679512,0.46950194077902424,144
var,Matern GP,N3,Hstep,0.012523003155446542,0.9376131980993925,144
var,Neural ODE,N1,Hbrn,0.0028732005285554934,0.0226170126410434,144
var,Neural ODE,N1,Hdec,0.004483094513168498,0.05821551658508206,144
var,Neural ODE,N1,Hprbs,0.003966037051652067,0.05804565883646137,144
var,Neural ODE,N1,Hsin,0.0031615946420378276,0.017642044286301485,144
var,Neural ODE,N1,Hstep,0.003552371481923708,0.034302276890180616,144
var,Neural ODE,N2,Hbrn,0.0032230962056746977,0.033596430830783675,144
var,Neural ODE,N2,Hdec,0.003539435114217766,0.03178393835541271,144
var,Neural ODE,N2,Hprbs,0.003839402103122539,0.03286776374839246,144
var,Neural ODE,N2,Hsin,0.0037805740416149564,0.034072005084672126,144
var,Neural ODE,N2,Hstep,0.0034286906697772296,0.022235186207619162,144
var,Neural ODE,N3,Hbrn,0.03308196428463025,0.2980026208226936,144
var,Neural ODE,N3,Hdec,0.04497910218810909,0.39758524316014165,144
var,Neural ODE,N3,Hprbs,0.15193971594597044,1.430673568072562,144
var,Neural ODE,N3,Hsin,0.08148403535304691,0.40281340778436703,144
var,Neural ODE,N3,Hstep,0.047003303725496375,0.3691661504968108,144
var,RBF GP,N1,Hbrn,0.002457174958473666,0.022571216825556406,144
var,RBF GP,N1,Hdec,0.002612031292721268,0.026206828318798298,144
var,RBF GP,N1,Hprbs,0.0029376320927527377,0.04257381767645163,144
var,RBF GP,N1,Hsin,0.0024483195138390013,0.02602827975451172,144
var,RBF GP,N1,Hstep,0.0026397662592080547,0.028991192273130628,144
var,RBF GP,N2,Hbrn,0.002469449372571338,0.02391299943017411,144
var,RBF GP,N2,Hdec,0.0036623412967951,0.07602122674951595,144
var,RBF GP,N2,Hprbs,0.003102676979657438,0.04594880625459907,144
var,RBF GP,N2,Hsin,0.0024650800186466456,0.02665855966440034,144
var,RBF GP,N2,Hstep,0.002651118670921789,0.028844146271882587,144
var,RBF GP,N3,Hbrn,0.7114969768958472,23.68801149819705,144
var,RBF GP,N3,Hdec,0.8861206303176619,23.88588147989253,144
var,RBF GP,N3,Hprbs,0.6385473388811991,21.316438020361115,144
var,RBF GP,N3,Hsin,0.47982288977174836,23.415460407268824,144
var,RBF GP,N3,Hstep,0.6836214322928167,23.66539153695106,144
